"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"540",114,"S2344-D114",1871,"Letter","Deaths; Travel; Health; Entertainment and recreation","Health; Entertainment and recreation",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"541",115,"S2344-D115",1871,"Letter","Physical illnesses; Health; Physical illness of author","Health","Physical illness of author","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"542",116,"S2344-D116",1871,"Letter","Books; Publishing; Intellectual life","Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"543",117,"S2344-D117",1871,"Letter","Physical illnesses; Publishing; Sisters; Health; Intellectual life; Relationships; Belleville, ON; Ontario; Canada; Central Provinces; North America; Physical illness of author","Health; Intellectual life; Relationships","Physical illness of author","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"544",118,"S2344-D118",1871,"Letter","Family; Grandchildren; Newspapers; Personal finances; Relationships; Intellectual life; Economics","Relationships; Intellectual life; Economics",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",68,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"545",119,"S2344-D119",1872,"Letter","Family; Income; Personal finances; Sisters; Relationships; Economics","Relationships; Economics",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",68,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"546",120,"S2344-D120",1872,"Letter","Boat trips; Islands; Physical illnesses; Sons; Sons-in-law; Entertainment and recreation; Environment; Health; Relationships; Lakefield, ON; Ontario; Canada; Central Provinces; North America","Entertainment and recreation; Environment; Health; Relationships",NA,"Lakefield, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",68,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"547",121,"S2344-D121",1872,"Letter","Daughters-in-law; Family; Grandchildren; Physical illnesses; Relationships; Health","Relationships; Health",NA,"Lakefield, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",69,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"548",122,"S2344-D122",1874,"Letter","Cold weather; Correspondence; Sons; Environment; Intellectual life; Relationships","Environment; Intellectual life; Relationships",NA,"Lakefield, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",70,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"549",123,"S2344-D123",1874,"Letter","Strickland, Agnes, 1796-1874; Family; Sisters; Writers; Relationships; Intellectual life","Relationships; Intellectual life",NA,"Lakefield, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",70,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"550",124,"S2344-D124",1870,"Letter","Deaths; Songs; Sons; Health; Intellectual life; Relationships","Health; Intellectual life; Relationships",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"551",125,"S2344-D125",1876,"Letter","Correspondence; Grandchildren; Intellectual life; Relationships","Intellectual life; Relationships",NA,"Lakefield, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",72,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"552",126,"S2344-D126",1877,"Letter","Dogs; Thefts; Environment; Law","Environment; Law",NA,"Lakefield, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",73,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"553",127,"S2344-D127",1878,"Letter","Correspondence; Deaths; Family; Funerals; Household moves; Houses; Intellectual life; Health; Relationships; Sociology; Domestic life","Intellectual life; Health; Relationships; Sociology; Domestic life","Household moves","Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",74,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"554",128,"S2344-D128",1878,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",74,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"555",129,"S2344-D129",1878,"Letter","Family; Magazines; Parades; Publishing; Relationships; Intellectual life; Communities","Relationships; Intellectual life; Communities",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",74,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"556",130,"S2344-D130",1878,"Letter","Fall; Family; Grandchildren; Physical illnesses; Sons; Environment; Relationships; Health; Physical illness of author","Environment; Relationships; Health","Physical illness of author","Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",74,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"557",131,"S2344-D131",1878,"Letter","Correspondence; Friends; Intellectual life; Relationships","Intellectual life; Relationships",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",74,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"558",132,"S2344-D132",1878,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",74,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"559",133,"S2344-D133",1879,"Letter","Family; Pets; Physical illnesses; Relationships; Environment; Health","Relationships; Environment; Health",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",75,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"560",134,"S2344-D134",1879,"Letter","Family; Physical illnesses; Relationships; Health; Physical illness of author","Relationships; Health","Physical illness of author","Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",75,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
